Circuit,Weather Station,Wind Sustained,Gust Sustained,Thresholds (Sustained/ Gust),FPI Value,Reasons for De‐Energization,month,days,year,Wind Threshold,Gust Threshold,Wind Trigger Percentage,Gust Trigger Percentage,Combined Trigger Percentage,start day,end day,start,end
ECHO,SCE Arrowhead Springs Rd,24.4,44.4,31/46,14.36,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,78.70967741935483,96.52173913043478,96.52173913043478,4,14,2020-12-04,2020-12-14
SUTT,SCE Arrowhead Springs Rd,25.0,44.4,31/46,14.36,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,80.64516129032258,96.52173913043478,96.52173913043478,4,14,2020-12-04,2020-12-14
FOOTHILL,SCE San Dimas Reservoir,23.7,34.3,26/36,12.92,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,26.0,36.0,91.15384615384615,95.27777777777777,95.27777777777777,4,14,2020-12-04,2020-12-14
ECHO,SCE Arrowhead Springs Rd,26.0,43.3,31/46,14.36,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,83.87096774193549,94.13043478260869,94.13043478260869,4,14,2020-12-04,2020-12-14
GUNSITE,SCE Mias Canyon,27.6,47.7,31/46,12.13,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,89.03225806451613,103.69565217391306,103.69565217391306,4,14,2020-12-04,2020-12-14
IMPALA,SCE Lytle Creek Rd,25.7,57.4,31/46,12.78,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,82.9032258064516,124.78260869565216,124.78260869565216,4,14,2020-12-04,2020-12-14
NAPA,SCE Vector Sherman Rd,24.6,40.3,28/39,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,28.0,39.0,87.85714285714286,103.33333333333331,103.33333333333331,4,14,2020-12-04,2020-12-14
ALOLA #2,SCE E Fork Mias Canyon,13.9,40.9,31/44,14.28,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,44.0,44.83870967741936,92.95454545454545,92.95454545454545,4,14,2020-12-04,2020-12-14
SNOW VALLEY,SCE Running Springs,21.3,50.3,31/46,12.17,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,68.70967741935485,109.34782608695653,109.34782608695653,4,14,2020-12-04,2020-12-14
SAND CANYON,SCE Oak Spring Canyon,23.0,38.3,31/46,12.98,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,74.19354838709677,83.26086956521739,83.26086956521739,4,14,2020-12-04,2020-12-14
STORES,SCE Malki/1 Rd,26.3,44.1,31/46,14.44,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,84.83870967741936,95.86956521739131,95.86956521739131,4,14,2020-12-04,2020-12-14
JONAGOLD,SCE Union St,14.6,42.2,28/39,12.0,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,28.0,39.0,52.142857142857146,108.20512820512822,108.20512820512822,4,14,2020-12-04,2020-12-14
NAPOLEON,SCE High St,23.7,44.6,31/45,12.98,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,45.0,76.45161290322581,99.11111111111111,99.11111111111111,4,14,2020-12-04,2020-12-14
CUTHBERT,SCE Escondido Canyon,29.0,40.2,31/46,12.0,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,93.54838709677419,87.3913043478261,93.54838709677419,4,14,2020-12-04,2020-12-14
METTLER,SCE Golden Hills Blvd,20.3,33.3,23/37,12.0,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,23.0,37.0,88.26086956521739,89.99999999999999,89.99999999999999,4,14,2020-12-04,2020-12-14
CALSTATE,SCE Devil Canyon,39.7,50.6,31/46,12.79,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,128.06451612903226,110.00000000000001,128.06451612903226,4,14,2020-12-04,2020-12-14
OAK GLEN,SCE Pine Bench Rd,15.1,42.6,27/41,13.35,"Exceeded Threshold, Exceeded FPI,",Dec,4-14,2020,27.0,41.0,55.925925925925924,103.90243902439025,103.90243902439025,4,14,2020-12-04,2020-12-14
CONDOR,SCE Bear Mountain 2,27.2,41.9,31/46,13.51,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,87.74193548387098,91.08695652173913,91.08695652173913,4,14,2020-12-04,2020-12-14
SHOVEL,SCE Acton,22.8,33.5,25/40,13.53,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,25.0,40.0,91.2,83.75,91.2,4,14,2020-12-04,2020-12-14
TUFA,SCE BODIE STATE PARK,29.7,36.6,31/46,13.94,"High Wind Trend, Exceeded FPI,",Dec,4-14,2020,31.0,46.0,95.80645161290322,79.56521739130436,95.80645161290322,4,14,2020-12-04,2020-12-14
SAND CANYON,SCE Magic Mtn Truck Trl,47.0,59.7,31/46,12.53,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,151.61290322580646,129.7826086956522,151.61290322580646,12,21,2021-01-12,2021-01-21
CUTHBERT,SCE Escondido Canyon,30.0,39.3,31/46,12.5,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,96.7741935483871,85.43478260869564,96.7741935483871,12,21,2021-01-12,2021-01-21
CUTHBERT,SCE Ramirez Canyon,32.4,50.5,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,104.51612903225806,109.78260869565217,109.78260869565217,12,21,2021-01-12,2021-01-21
CUTHBERT,SCE Ramirez Canyon,32.6,46.3,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,105.16129032258065,100.65217391304347,105.16129032258065,12,21,2021-01-12,2021-01-21
DAVENPORT,SCE Letteau Canyon,26.1,43.5,31/46,12.72,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,84.19354838709678,94.56521739130434,94.56521739130434,12,21,2021-01-12,2021-01-21
SHOVEL,SCE Letteau Canyon,26.1,43.5,25/40,12.88,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,25.0,40.0,104.4,108.74999999999999,108.74999999999999,12,21,2021-01-12,2021-01-21
PLATEAU,SCE Saddle Peak,29.3,42.5,31/46,12.63,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,94.51612903225806,92.3913043478261,94.51612903225806,12,21,2021-01-12,2021-01-21
BIG ROCK,SCE Cochran St,31.4,36.4,31/46,12.2,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,101.29032258064517,79.13043478260869,101.29032258064517,12,21,2021-01-12,2021-01-21
ENERGY,SCE Browns Canyon,33.3,45.7,31/46,12.2,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,107.41935483870965,99.34782608695653,107.41935483870965,12,21,2021-01-12,2021-01-21
GUITAR,SCE Tapo Canyon,31.1,42.2,31/46,12.66,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,100.32258064516128,91.73913043478261,100.32258064516128,12,21,2021-01-12,2021-01-21
ENERGY,SCE Cochran St,49.1,64.8,31/45,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,158.38709677419357,144.0,158.38709677419357,12,21,2021-01-12,2021-01-21
BIG ROCK,SCE Browns Canyon,42.0,59.3,31/46,12.8,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,135.48387096774192,128.91304347826087,135.48387096774192,12,21,2021-01-12,2021-01-21
BLACKHILLS,SCE Thunder Ridge,31.0,42.89,31/46,12.8,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,100.0,93.23913043478261,100.0,12,21,2021-01-12,2021-01-21
LARCH,SCE 25th Street,38.0,54.0,31/46,12.43,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,122.58064516129032,117.3913043478261,122.58064516129032,12,21,2021-01-12,2021-01-21
CABANA,SCE Jurupa Hills,33.7,47.4,31/46,12.8,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,108.70967741935485,103.04347826086956,108.70967741935485,12,21,2021-01-12,2021-01-21
SWEETWATER,SCE Badger Canyon,38.54,53.2,31/46,13.44,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,124.32258064516128,115.65217391304347,124.32258064516128,12,21,2021-01-12,2021-01-21
NORTHPARK,SCE W Little League Dr,32.5,49.0,31/46,12.71,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,104.83870967741935,106.5217391304348,106.5217391304348,12,21,2021-01-12,2021-01-21
VARGAS,F0494 San Bernardino CSU SB,19.0,46.0,31/46,13.52,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,61.29032258064516,100.0,100.0,12,21,2021-01-12,2021-01-21
CALSTATE,SCE Devil Canyon,37.0,55.2,31/46,13.53,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,119.35483870967742,120.0,120.0,12,21,2021-01-12,2021-01-21
TWIN LAKES,SCE Cochran St,35.5,46.7,31/45,12.2,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,114.51612903225808,103.77777777777779,114.51612903225808,12,21,2021-01-12,2021-01-21
ANTON,SCE Happy Camp Rd,40.6,55.8,31/46,12.7,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,130.96774193548387,121.30434782608694,130.96774193548387,12,21,2021-01-12,2021-01-21
TWIN LAKES,SCE Cochran St,42.0,59.3,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,135.48387096774192,128.91304347826087,135.48387096774192,12,21,2021-01-12,2021-01-21
CALGROVE,SCE Newhall Pass,31.6,43.6,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,101.93548387096773,94.78260869565219,101.93548387096773,12,21,2021-01-12,2021-01-21
ENERGY,SCE Browns Canyon,31.4,45.7,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,101.29032258064517,99.34782608695653,101.29032258064517,12,21,2021-01-12,2021-01-21
ANTON,SCE Happy Camp Rd,29.26,47.79,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,94.38709677419355,103.89130434782608,103.89130434782608,12,21,2021-01-12,2021-01-21
CALGROVE,SCE Newhall Pass,30.1,46.9,31/46,12.7,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,97.0967741935484,101.95652173913044,101.95652173913044,12,21,2021-01-12,2021-01-21
BELPAC,SCE N Wendy Dr,31.96,43.91,31/42.42,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,42.42,103.09677419354838,103.5124941065535,103.5124941065535,12,21,2021-01-12,2021-01-21
SAGINAW,SCE Redinger Lake Rd,15.6,44.6,24/40,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,24.0,40.0,65.0,111.5,111.5,12,21,2021-01-12,2021-01-21
CONDOR,SCE Bear Mountain,22.8,44.4,31/46,13.1,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,73.54838709677419,96.52173913043478,96.52173913043478,12,21,2021-01-12,2021-01-21
METTLER,SCE Golden Valley,20.6,31.9,23/37,12.7,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,23.0,37.0,89.56521739130436,86.21621621621621,89.56521739130436,12,21,2021-01-12,2021-01-21
CANEBRAKE,sce cANEBRAKE cREEK,29.6,41.1,31/46,12.2,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,95.48387096774194,89.34782608695653,95.48387096774194,12,21,2021-01-12,2021-01-21
CONDOR,SCE Bear Mountain,22.8,44.4,31/46,13.1,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,73.54838709677419,96.52173913043478,96.52173913043478,12,21,2021-01-12,2021-01-21
GNATCATCHER,SCE Caropolo Peak,21.41,42.45,31/46,13.1,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,69.06451612903226,92.28260869565219,92.28260869565219,12,21,2021-01-12,2021-01-21
GNATCATCHER,SCE Stallion Spring,29.0,44.21,31/46,13.1,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,93.54838709677419,96.10869565217392,96.10869565217392,12,21,2021-01-12,2021-01-21
CONDOR,SCE Cummings Valley,35.0,51.4,31/46,13.1,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,112.90322580645163,111.73913043478261,112.90322580645163,12,21,2021-01-12,2021-01-21
SAND CANYON,SCE Magic Mtn Truck Trail,35.0,49.0,31/46,12.7,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,112.90322580645163,106.5217391304348,112.90322580645163,12,21,2021-01-12,2021-01-21
HILLFIELD,SCE Solemint Mtwy,31.4,48.8,31/46,12.6,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,101.29032258064517,106.08695652173911,106.08695652173911,12,21,2021-01-12,2021-01-21
COBRA,SCE Solemint Mtwy,26.7,40.5,31/42,12.6,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,42.0,86.12903225806451,96.42857142857143,96.42857142857143,12,21,2021-01-12,2021-01-21
SHOVEL,SCE Letteau Canyon,23.6,36.9,31/46,12.8,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,76.12903225806453,80.21739130434781,80.21739130434781,12,21,2021-01-12,2021-01-21
ARLENE,SCE Solemint Mtwy,29.8,43.7,31/46,12.6,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,96.12903225806451,95.0,96.12903225806451,12,21,2021-01-12,2021-01-21
HILLFIELD,SCE Solemint Mtwy,29.8,43.7,31/46,12.6,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,96.12903225806451,95.0,96.12903225806451,12,21,2021-01-12,2021-01-21
RACER,SCE Solemint Mtwy,29.8,43.7,31/46,12.6,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,96.12903225806451,95.0,96.12903225806451,12,21,2021-01-12,2021-01-21
JULIUS,SCE Solemint Mtwy,29.8,43.7,31/46,12.0,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,96.12903225806451,95.0,96.12903225806451,12,21,2021-01-12,2021-01-21
MARCUS,SCE Solemint Mtwy,29.8,43.7,31/46,12.0,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,96.12903225806451,95.0,96.12903225806451,12,21,2021-01-12,2021-01-21
SAND CANYON,SCE Mesa Grande Rd,22.4,47.1,31/46,12.7,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,72.25806451612902,102.39130434782608,102.39130434782608,12,21,2021-01-12,2021-01-21
DAVENPORT,SCE Letteau Canyon Rd,24.3,39.82,31/46,12.82,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,78.38709677419355,86.56521739130434,86.56521739130434,12,21,2021-01-12,2021-01-21
MOCCASIN,Saugus (SAUC1),29.0,49.0,31/46,12.6,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,93.54838709677419,106.5217391304348,106.5217391304348,12,21,2021-01-12,2021-01-21
TOGA,Saugus (SAUC1),29.0,49.0,31/41.7,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,41.7,93.54838709677419,117.50599520383693,117.50599520383693,12,21,2021-01-12,2021-01-21
ANACONDA,SCE Golden Valley,22.19,40.33,31/42.4,12.61,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,42.4,71.58064516129032,95.11792452830188,95.11792452830188,12,21,2021-01-12,2021-01-21
CAESAR,Saugus (SAUC1),29.0,49.0,31/45.8,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.8,93.54838709677419,106.98689956331879,106.98689956331879,12,21,2021-01-12,2021-01-21
PICK,SCE Red Rover MIne,19.91,44.57,31/46,12.82,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,64.2258064516129,96.8913043478261,96.8913043478261,12,21,2021-01-12,2021-01-21
PYTHON,SCE Oak Spring Canyon,25.9,41.72,31/46,12.63,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,83.54838709677419,90.69565217391305,90.69565217391305,12,21,2021-01-12,2021-01-21
PYTHON,SCE Oak Spring Canyon,25.9,41.72,31/46,12.63,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,83.54838709677419,90.69565217391305,90.69565217391305,12,21,2021-01-12,2021-01-21
RED BOX,SCE Union St,28.6,45.4,31/45,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,92.25806451612904,100.8888888888889,100.8888888888889,12,21,2021-01-12,2021-01-21
CLARINET,SCE Whitaker Ridge Rd,30.4,47.79,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,98.06451612903226,103.89130434782608,103.89130434782608,12,21,2021-01-12,2021-01-21
VETERANS,SCE Pacoima Dam,19.9,43.0,31/46,12.7,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,64.19354838709677,93.47826086956522,93.47826086956522,12,21,2021-01-12,2021-01-21
CALGROVE,SCE Newhall Pass,29.5,45.7,31/46,12.7,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,95.16129032258065,99.34782608695653,99.34782608695653,12,21,2021-01-12,2021-01-21
SAND CANYON,SCE Oak Spring Canyon,22.5,44.9,31/46,12.7,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,72.58064516129032,97.6086956521739,97.6086956521739,12,21,2021-01-12,2021-01-21
DE MILLE,SCE East Trail,24.5,47.4,31/46,13.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,79.03225806451613,103.04347826086956,103.04347826086956,12,21,2021-01-12,2021-01-21
LOPEZ,SCE Kagel Canyon,23.8,45.1,31/46,13.5,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,76.7741935483871,98.04347826086956,98.04347826086956,12,21,2021-01-12,2021-01-21
CUTHBERT,SCE Escondido Canyon,29.9,46.3,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,96.45161290322581,100.65217391304347,100.65217391304347,12,21,2021-01-12,2021-01-21
KINSEY,KSDB Sandberg,46.0,66.0,31/46,12.93,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,148.38709677419354,143.47826086956522,148.38709677419354,12,21,2021-01-12,2021-01-21
BOUQUET,SCE Vasquez Canyon Rd,31.6,50.1,31/46,12.8,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,101.93548387096773,108.91304347826087,108.91304347826087,12,21,2021-01-12,2021-01-21
DAVENPORT,SCE Vasquez Canyon Rd,31.6,50.1,31/46,12.8,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,101.93548387096773,108.91304347826087,108.91304347826087,12,21,2021-01-12,2021-01-21
TUBA,SCE Castiac Lake,29.6,55.2,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,95.48387096774194,120.0,120.0,12,21,2021-01-12,2021-01-21
DIAMONDBACK,SCE Macron St,28.6,43.1,31/42,12.6,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,42.0,92.25806451612904,102.61904761904763,102.61904761904763,12,21,2021-01-12,2021-01-21
LYONS,SCE Whitney Canyon Pass,20.4,39.5,31/46,12.6,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,65.80645161290322,85.86956521739131,85.86956521739131,12,21,2021-01-12,2021-01-21
ENERGY,SCE Oat Mountain,28.5,46.0,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,91.93548387096774,100.0,100.0,12,21,2021-01-12,2021-01-21
GUITAR,SCE Tapo Canyon,27.35,44.35,31/46,12.65,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,88.22580645161291,96.41304347826087,96.41304347826087,12,21,2021-01-12,2021-01-21
ENERGY,SCE Oat Mountain,28.5,46.0,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,91.93548387096774,100.0,100.0,12,21,2021-01-12,2021-01-21
BIG ROCK,SCE Cochran St,29.17,41.94,31/46,12.45,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,94.0967741935484,91.17391304347827,94.0967741935484,12,21,2021-01-12,2021-01-21
ENERGY,SCE Santa Susana Pass Rd,25.8,48.1,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,83.22580645161291,104.56521739130436,104.56521739130436,12,21,2021-01-12,2021-01-21
GUITAR,SCE Walcatt Way,29.1,43.3,31/46,12.7,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,93.87096774193549,94.13043478260869,94.13043478260869,12,21,2021-01-12,2021-01-21
VERA CRUZ,SCE Carbon Canyon,30.7,48.3,28/42,12.3,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,28.0,42.0,109.64285714285712,114.99999999999999,114.99999999999999,12,21,2021-01-12,2021-01-21
GREEN RIVER,SCE Santa Ana River Rd,30.0,51.3,31/40,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,40.0,96.7741935483871,128.25,128.25,12,21,2021-01-12,2021-01-21
STAR ROCK,SCE Santa Ana River Bikeway,30.0,51.3,31/44,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,44.0,96.7741935483871,116.59090909090908,116.59090909090908,12,21,2021-01-12,2021-01-21
BLACKHILLS,SCE Thunder Ridge,32.1,47.1,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,103.5483870967742,102.39130434782608,103.5483870967742,12,21,2021-01-12,2021-01-21
DUKE,SCE Mount Davis,26.3,42.8,30/46,12.3,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,30.0,46.0,87.66666666666667,93.04347826086956,93.04347826086956,12,21,2021-01-12,2021-01-21
STAGHORN,SCE Jurupa  Hills,29.9,49.3,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,96.45161290322581,107.17391304347825,107.17391304347825,12,21,2021-01-12,2021-01-21
GALENA,SCE Thunder Ridge,37.7,59.6,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,121.61290322580646,129.56521739130434,129.56521739130434,12,21,2021-01-12,2021-01-21
SAVORY,SCE Romana‐Hwy 79,43.3,63.3,29/42,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,29.0,42.0,149.3103448275862,150.71428571428572,150.71428571428572,12,21,2021-01-12,2021-01-21
STEEL,SCE Ramona‐Hwy 79,32.1,51.0,30/43,12.6,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,30.0,43.0,107.0,118.6046511627907,118.6046511627907,12,21,2021-01-12,2021-01-21
NAPOLEON,SCE Lamb Canyon Landfall,29.8,45.1,31/45,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,96.12903225806451,100.22222222222223,100.22222222222223,12,21,2021-01-12,2021-01-21
EASTER,SCE Ramona‐Hwy79,32.0,53.9,29/41,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,29.0,41.0,110.34482758620689,131.46341463414635,131.46341463414635,12,21,2021-01-12,2021-01-21
TAHQUITZ,SCE Keen Ridge,32.6,48.2,31/46,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,105.16129032258065,104.78260869565219,105.16129032258065,12,21,2021-01-12,2021-01-21
DARTMOUTH,SCE Soboba Rd,24.5,48.4,31/45,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,79.03225806451613,107.55555555555556,107.55555555555556,12,21,2021-01-12,2021-01-21
LAUDA,SCE State St,30.0,51.4,31/45,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,96.7741935483871,114.22222222222223,114.22222222222223,12,21,2021-01-12,2021-01-21
CORSAIR,SCE Red Mountain Rd,35.7,50.0,30/42,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,30.0,42.0,119.00000000000001,119.04761904761905,119.04761904761905,12,21,2021-01-12,2021-01-21
BING,SCE Elm Ave,31.7,46.3,31/45,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,102.25806451612902,102.88888888888887,102.88888888888887,12,21,2021-01-12,2021-01-21
HONEYCRISP,SCE San Timoteo Canyon,28.9,42.5,29/42,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,29.0,42.0,99.6551724137931,101.19047619047619,101.19047619047619,12,21,2021-01-12,2021-01-21
PHEASANT,Banning (RAWS) BNJC1,37.0,51.0,31/45,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,45.0,119.35483870967742,113.33333333333333,119.35483870967742,12,21,2021-01-12,2021-01-21
JONAGOLD,SCE Union St,28.6,45.4,28/39,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,28.0,39.0,102.14285714285715,116.4102564102564,116.4102564102564,12,21,2021-01-12,2021-01-21
SCHMIDT,SCE union St,28.6,45.4,31/44,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,44.0,92.25806451612904,103.18181818181817,103.18181818181817,12,21,2021-01-12,2021-01-21
CORSAIR,SCE Brown Canyon,35.4,52.1,30/42,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,30.0,42.0,118.0,124.04761904761905,124.04761904761905,12,21,2021-01-12,2021-01-21
CABANA,SCE Jurupa  Hills,29.9,49.3,31/46,12.4,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,96.45161290322581,107.17391304347825,107.17391304347825,12,21,2021-01-12,2021-01-21
LARCH,SCE 25th St,41.2,56.3,31/46,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,132.90322580645162,122.39130434782608,132.90322580645162,12,21,2021-01-12,2021-01-21
CONINE,SCE Roberts Rd,31.0,46.3,28/40,12.0,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,28.0,40.0,110.71428571428572,115.75,115.75,12,21,2021-01-12,2021-01-21
MACIEL,SCE Chino Hills 3,29.5,42.1,28/42,12.5,"Exceeded Threshold, Exceeded FPI,",Jan,12-21,2021,28.0,42.0,105.35714285714286,100.23809523809524,105.35714285714286,12,21,2021-01-12,2021-01-21
CHAWA,SCE Anza Rd,30.9,44.9,31/46,12.0,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,99.6774193548387,97.6086956521739,99.6774193548387,12,21,2021-01-12,2021-01-21
VARGAS,F0494 San Bernardino CSU SB,21.0,40.0,31/46,12.5,"High Wind Trend, Exceeded FPI,",Jan,12-21,2021,31.0,46.0,67.74193548387096,86.95652173913044,86.95652173913044,12,21,2021-01-12,2021-01-21
